_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-5.129336966063167,mmu04020,M1,1,0,KEGG Pathway,24,Calcium signaling pathway - Mus musculus (house mouse),,-5.129336966063167,9.719160104986877,7.454834468109545,21160,254,60,7,11.666666666666666,4.144384867012947,11938|12322|12323|14672|14682|14683|22334,Atp2a2|Camk2a|Camk2b|Gna11|Gnaq|Gnas|Vdac2,-2.622855670136966,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-5.10949502949584,R-MMU-983712,M1,1,0,Reactome Gene Sets,6,Ion channel transport,,-5.10949502949584,12.67065868263473,8.074177963283343,21160,167,60,6,10.0,3.872983346207417,11938|11964|12322|12323|98660|108664,Atp2a2|Atp6v1a|Camk2a|Camk2b|Atp1a2|Atp6v1h,-2.6179908895392923,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-5.023544770950416,mmu04916,M1,1,0,KEGG Pathway,24,Melanogenesis - Mus musculus (house mouse),,-5.023544770950416,17.633333333333336,8.890620535039295,21160,100,60,5,8.333333333333334,3.568120160740314,12322|12323|14682|14683|15461,Camk2a|Camk2b|Gnaq|Gnas|Hras,-2.5605291688053056,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-4.845243790441548,R-MMU-5578775,M1,1,0,Reactome Gene Sets,6,Ion homeostasis,,-4.845243790441548,27.12820512820513,10.059344298161307,21160,52,60,4,6.666666666666667,3.220305943597653,11938|12322|12323|98660,Atp2a2|Camk2a|Camk2b|Atp1a2,-2.4361539871607527,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-4.779577019399847,R-MMU-936837,M1,1,0,Reactome Gene Sets,6,Ion transport by P-type ATPases,,-4.779577019399847,26.12345679012346,9.857238724691495,21160,54,60,4,6.666666666666667,3.220305943597653,11938|12322|12323|98660,Atp2a2|Camk2a|Camk2b|Atp1a2,-2.3821465038253193,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-4.765226622796601,mmu04725,M1,1,0,KEGG Pathway,24,Cholinergic synapse - Mus musculus (house mouse),,-4.765226622796601,15.6047197640118,8.300787884034492,21160,113,60,5,8.333333333333334,3.568120160740314,12322|12323|14672|14682|15461,Camk2a|Camk2b|Gna11|Gnaq|Hras,-2.3782001223198046,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-4.493208858973551,R-MMU-3371571,M1,1,0,Reactome Gene Sets,6,HSF1-dependent transactivation,,-4.493208858973551,48.09090909090909,11.78415469562163,21160,22,60,3,5.0,2.8136571693556887,12322|12323|15519,Camk2a|Camk2b|Hsp90aa1,-2.1753353795250274,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-4.493208858973551,R-MMU-438066,M1,1,0,Reactome Gene Sets,6,"Unblocking of NMDA receptors, glutamate binding and activation",,-4.493208858973551,48.09090909090909,11.78415469562163,21160,22,60,3,5.0,2.8136571693556887,12322|12323|13385,Camk2a|Camk2b|Dlg4,-2.1753353795250274,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-4.407042460089057,mmu04720,M1,1,0,KEGG Pathway,24,Long-term potentiation - Mus musculus (house mouse),,-4.407042460089057,21.054726368159205,8.76732150082016,21160,67,60,4,6.666666666666667,3.220305943597653,12322|12323|14682|15461,Camk2a|Camk2b|Gnaq|Hras,-2.1131692570443,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-4.175202519576534,WP385,M1,1,0,WikiPathways,27,Myometrial relaxation and contraction pathways,,-4.175202519576534,11.755555555555556,7.049323123699185,21160,150,60,5,8.333333333333334,3.568120160740314,11938|12322|12323|14682|14683,Atp2a2|Camk2a|Camk2b|Gnaq|Gnas,-1.9398727839241015,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-4.01715865818356,mmu04934,M1,1,0,KEGG Pathway,24,Cushing syndrome - Mus musculus (house mouse),,-4.01715865818356,10.88477366255144,6.734684232434745,21160,162,60,5,8.333333333333334,3.568120160740314,12322|12323|14672|14682|14683,Camk2a|Camk2b|Gna11|Gnaq|Gnas,-1.82298836833103,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.914253729947158,R-MMU-442755,M1,1,0,Reactome Gene Sets,6,Activation of NMDA receptors and postsynaptic events,,-3.914253729947158,31.11764705882353,9.372033390352904,21160,34,60,3,5.0,2.8136571693556887,12322|12323|13385,Camk2a|Camk2b|Dlg4,-1.7671960478366073,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.914253729947158,R-MMU-5673000,M1,1,0,Reactome Gene Sets,6,RAF activation,,-3.914253729947158,31.11764705882353,9.372033390352904,21160,34,60,3,5.0,2.8136571693556887,12322|12323|15461,Camk2a|Camk2b|Hras,-1.7671960478366073,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.905413808912109,mmu05012,M1,1,0,KEGG Pathway,24,Parkinson disease - Mus musculus (house mouse),,-3.905413808912109,7.7226277372262775,5.972672125156772,21160,274,60,6,10.0,3.872983346207417,12322|12323|14683|22152|22201|22334,Camk2a|Camk2b|Gnas|Tubb3|Uba1|Vdac2,-1.7636315885192668,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.836626377926263,mmu04217,M1,1,0,KEGG Pathway,24,Necroptosis - Mus musculus (house mouse),,-3.836626377926263,9.962335216572505,6.384927840147341,21160,177,60,5,8.333333333333334,3.568120160740314,12322|12323|15519|22334|110078,Camk2a|Camk2b|Hsp90aa1|Vdac2|Pygb,-1.7109907934839776,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.822397664408162,mmu05200,M1,1,0,KEGG Pathway,24,Pathways in cancer - Mus musculus (house mouse),,-3.822397664408162,5.148418491484185,5.246802787780861,21160,548,60,8,13.333333333333334,4.388537257362556,12322|12323|14672|14674|14682|14683|15461|15519,Camk2a|Camk2b|Gna11|Gna13|Gnaq|Gnas|Hras|Hsp90aa1,-1.6999205992107063,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.7621875219850396,R-MMU-5576891,M1,1,0,Reactome Gene Sets,6,Cardiac conduction,,-3.7621875219850396,14.394557823129253,7.087181937775276,21160,98,60,4,6.666666666666667,3.220305943597653,11938|12322|12323|98660,Atp2a2|Camk2a|Camk2b|Atp1a2,-1.6490504830417274,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.7451920969316865,mmu04713,M1,1,0,KEGG Pathway,24,Circadian entrainment - Mus musculus (house mouse),,-3.7451920969316865,14.24915824915825,7.046092779121824,21160,99,60,4,6.666666666666667,3.220305943597653,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-1.6381719827980563,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.734724475187727,GO:0048169,M1,1,0,GO Biological Processes,19,regulation of long-term neuronal synaptic plasticity,19_GO:0050789 regulation of biological process,-3.734724475187727,27.128205128205128,8.70896628031822,21160,39,60,3,5.0,2.8136571693556887,12323|13385|15461,Camk2b|Dlg4|Hras,-1.6307308156842844,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.4270960863846516,mmu05415,M1,1,0,KEGG Pathway,24,Diabetic cardiomyopathy - Mus musculus (house mouse),,-3.4270960863846516,8.125960061443934,5.6264669393646285,21160,217,60,5,8.333333333333334,3.568120160740314,11938|12322|12323|18597|22334,Atp2a2|Camk2a|Camk2b|Pdha1|Vdac2,-1.4160249374029017,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.4270960863846516,mmu05417,M1,1,0,KEGG Pathway,24,Lipid and atherosclerosis - Mus musculus (house mouse),,-3.4270960863846516,8.125960061443934,5.6264669393646285,21160,217,60,5,8.333333333333334,3.568120160740314,12322|12323|15461|15519|15525,Camk2a|Camk2b|Hras|Hsp90aa1|Hspa4,-1.4160249374029017,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.3640777928650687,mmu04024,M1,1,0,KEGG Pathway,24,cAMP signaling pathway - Mus musculus (house mouse),,-3.3640777928650687,7.87202380952381,5.513708178882726,21160,224,60,5,8.333333333333334,3.568120160740314,11938|12322|12323|14683|98660,Atp2a2|Camk2a|Camk2b|Gnas|Atp1a2,-1.3835480107818918,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.2939255716385927,mmu04750,M1,1,0,KEGG Pathway,24,Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse),,-3.2939255716385927,10.851282051282052,6.007956231516007,21160,130,60,4,6.666666666666667,3.220305943597653,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-1.3282346103014318,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.220129643175712,mmu04728,M1,1,0,KEGG Pathway,24,Dopaminergic synapse - Mus musculus (house mouse),,-3.220129643175712,10.372549019607844,5.847247374943408,21160,136,60,4,6.666666666666667,3.220305943597653,12322|12323|14682|14683,Camk2a|Camk2b|Gnaq|Gnas,-1.2779197776880737,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.039481995223027,R-MMU-397014,M1,1,0,Reactome Gene Sets,6,Muscle contraction,,-3.039481995223027,9.280701754385966,5.463595634986213,21160,152,60,4,6.666666666666667,3.220305943597653,11938|12322|12323|98660,Atp2a2|Camk2a|Camk2b|Atp1a2,-1.1518741896344387,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-3.0025620802832935,mmu05031,M1,1,0,KEGG Pathway,24,Amphetamine addiction - Mus musculus (house mouse),,-3.0025620802832935,15.333333333333334,6.3592387039363,21160,69,60,3,5.0,2.8136571693556887,12322|12323|14683,Camk2a|Camk2b|Gnas,-1.1258122022829136,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.9348994178606462,R-MMU-5683057,M1,1,0,Reactome Gene Sets,6,MAPK family signaling cascades,,-2.9348994178606462,6.320191158900837,4.770189794323312,21160,279,60,5,8.333333333333334,3.568120160740314,12322|12323|13385|15461|235072,Camk2a|Camk2b|Dlg4|Hras|Septin7,-1.085855507330188,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.926975877597114,mmu04148,M1,1,0,KEGG Pathway,24,Efferocytosis - Mus musculus (house mouse),,-2.926975877597114,8.65439672801636,5.231281770605483,21160,163,60,4,6.666666666666667,3.220305943597653,11938|12322|12323|19349,Atp2a2|Camk2a|Camk2b|Rab7,-1.0829210173181676,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.9144700469869758,mmu05214,M1,1,0,KEGG Pathway,24,Glioma - Mus musculus (house mouse),,-2.9144700469869758,14.297297297297296,6.110322100288451,21160,74,60,3,5.0,2.8136571693556887,12322|12323|15461,Camk2a|Camk2b|Hras,-1.0800910752755388,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.8325046750418568,R-MMU-3371556,M1,1,0,Reactome Gene Sets,6,Cellular response to heat stress,,-2.8325046750418568,13.39240506329114,5.884445011654477,21160,79,60,3,5.0,2.8136571693556887,12322|12323|15519,Camk2a|Camk2b|Hsp90aa1,-1.017306554785384,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.768615791151746,mmu05152,M1,1,0,KEGG Pathway,24,Tuberculosis - Mus musculus (house mouse),,-2.768615791151746,7.837037037037037,4.912283352013067,21160,180,60,4,6.666666666666667,3.220305943597653,12322|12323|19349|108664,Camk2a|Camk2b|Rab7|Atp6v1h,-0.9656521273122847,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.759822362293157,mmu04360,M1,1,0,KEGG Pathway,24,Axon guidance - Mus musculus (house mouse),,-2.759822362293157,7.793738489871087,4.8948308485825445,21160,181,60,4,6.666666666666667,3.220305943597653,12322|12323|15461|65254,Camk2a|Camk2b|Hras|Dpysl5,-0.9583640534510128,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.755903559092119,mmu04012,M1,1,0,KEGG Pathway,24,ErbB signaling pathway - Mus musculus (house mouse),,-2.755903559092119,12.595238095238095,5.678154243957869,21160,84,60,3,5.0,2.8136571693556887,12322|12323|15461,Camk2a|Camk2b|Hras,-0.9559454053923828,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.5713309190841414,mmu05205,M1,1,0,KEGG Pathway,24,Proteoglycans in cancer - Mus musculus (house mouse),,-2.5713309190841414,6.915032679738562,4.526890650860828,21160,204,60,4,6.666666666666667,3.220305943597653,12322|12323|15461|109676,Camk2a|Camk2b|Hras|Ank2,-0.8154797998903214,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.4458463644058592,WP539,M1,1,0,WikiPathways,27,Wnt signaling pathway,,-2.4458463644058592,9.796296296296296,4.887052603094609,21160,108,60,3,5.0,2.8136571693556887,12322|12323|13385,Camk2a|Camk2b|Dlg4,-0.7149691298494223,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.3851366968790626,GO:1905475,M1,1,0,GO Biological Processes,19,regulation of protein localization to membrane,19_GO:0051179 localization,-2.3851366968790626,6.133333333333334,4.174079695590437,21160,230,60,4,6.666666666666667,3.220305943597653,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-0.6643597892269514,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.307736534205335,mmu04722,M1,1,0,KEGG Pathway,24,Neurotrophin signaling pathway - Mus musculus (house mouse),,-2.307736534205335,8.743801652892563,4.555293098366186,21160,121,60,3,5.0,2.8136571693556887,12322|12323|15461,Camk2a|Camk2b|Hras,-0.5943836446324307,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.2575435039615535,R-MMU-5673001,M1,1,0,Reactome Gene Sets,6,RAF/MAP kinase cascade,,-2.2575435039615535,5.642666666666667,3.9376984813163722,21160,250,60,4,6.666666666666667,3.220305943597653,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-0.557480216819336,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.221543810483719,R-MMU-5684996,M1,1,0,Reactome Gene Sets,6,MAPK1/MAPK3 signaling,,-2.221543810483719,5.510416666666667,3.8717197550803037,21160,256,60,4,6.666666666666667,3.220305943597653,12322|12323|13385|15461,Camk2a|Camk2b|Dlg4|Hras,-0.5297305987669243,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.1939609839522882,R-MMU-913531,M1,1,0,Reactome Gene Sets,6,Interferon Signaling,,-2.1939609839522882,7.954887218045113,4.290512995383877,21160,133,60,3,5.0,2.8136571693556887,12322|12323|22152,Camk2a|Camk2b|Tubb3,-0.5044764345540763,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-2.119154159501758,GO:0006816,M1,1,0,GO Biological Processes,19,calcium ion transport,19_GO:0051179 localization,-2.119154159501758,5.148418491484185,3.685633721821316,21160,274,60,4,6.666666666666667,3.220305943597653,11938|12322|12323|234267,Atp2a2|Camk2a|Camk2b|Gpm6a,-0.44674760922877366,0,5,0,0,-8.334015409771984,48.09090909090909,
1,-7.747768250973626,mmu04730,M1,1,0,KEGG Pathway,24,Long-term depression - Mus musculus (house mouse),,-7.747768250973626,35.266666666666666,14.173862791538815,21160,60,60,6,10.0,3.872983346207417,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-4.786442095038915,0,6,1,1,-7.747768250973626,44.083333333333336,
1,-6.681601857708066,WP232,M1,1,0,WikiPathways,27,G protein signaling pathways,,-6.681601857708066,23.511111111111113,11.412160878497238,21160,90,60,6,10.0,3.872983346207417,14672|14674|14682|14683|14687|15461,Gna11|Gna13|Gnaq|Gnas|Gnaz|Hras,-3.866403737451593,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-6.089140665169825,mmu04961,M1,1,0,KEGG Pathway,24,Endocrine and other factor-regulated calcium reabsorption - Mus musculus (house mouse),,-6.089140665169825,28.907103825136616,11.639403295567988,21160,61,60,5,8.333333333333334,3.568120160740314,11771|11772|14682|14683|98660,Ap2a1|Ap2a2|Gnaq|Gnas|Atp1a2,-3.356319667156007,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-5.360427021757283,GO:1903530,M1,1,0,GO Biological Processes,19,regulation of secretion by cell,19_GO:0051179 localization,-5.360427021757283,5.456165025785278,6.445283064292442,21160,711,60,11,18.333333333333332,4.995368225036438,11938|12322|14672|14682|14683|14687|18195|19349|20614|20910|68585,Atp2a2|Camk2a|Gna11|Gnaq|Gnas|Gnaz|Nsf|Rab7|Snap25|Stxbp1|Rtn4,-2.7970408744946096,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-5.345199978220215,mmu04540,M1,1,0,KEGG Pathway,24,Gap junction - Mus musculus (house mouse),,-5.345199978220215,20.50387596899225,9.664483102198247,21160,86,60,5,8.333333333333334,3.568120160740314,14672|14682|14683|15461|22152,Gna11|Gnaq|Gnas|Hras|Tubb3,-2.7904140027194595,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-4.897381961155284,GO:0051046,M1,1,0,GO Biological Processes,19,regulation of secretion,19_GO:0051179 localization,-4.897381961155284,4.873534338358459,5.940381908821631,21160,796,60,11,18.333333333333332,4.995368225036438,11938|12322|14672|14682|14683|14687|18195|19349|20614|20910|68585,Atp2a2|Camk2a|Gna11|Gnaq|Gnas|Gnaz|Nsf|Rab7|Snap25|Stxbp1|Rtn4,-2.467534722262828,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-4.600535162805624,GO:1903829,M1,1,0,GO Biological Processes,19,positive regulation of protein localization,19_GO:0051179 localization,-4.600535162805624,5.7086330935251794,5.999823057154377,21160,556,60,9,15.0,4.6097722286464435,13385|14672|14682|14683|15461|15519|17754|20614|68585,Dlg4|Gna11|Gnaq|Gnas|Hras|Hsp90aa1|Map1a|Snap25|Rtn4,-2.254034161296677,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-4.376272565395437,R-MMU-428930,M1,1,0,Reactome Gene Sets,6,Thromboxane signalling through TP receptor,,-4.376272565395437,44.083333333333336,11.261221079423619,21160,24,60,3,5.0,2.8136571693556887,14672|14674|14682,Gna11|Gna13|Gnaq,-2.0870442673964438,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-4.218986791607894,GO:0007212,M1,1,0,GO Biological Processes,19,G protein-coupled dopamine receptor signaling pathway,19_GO:0050896 response to stimulus,-4.218986791607894,39.18518518518518,10.587128236762654,21160,27,60,3,5.0,2.8136571693556887,14672|14682|14683,Gna11|Gnaq|Gnas,-1.9694678647143742,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-4.067120195664002,R-MMU-109582,M1,1,0,Reactome Gene Sets,6,Hemostasis,,-4.067120195664002,5.586798679867987,5.5632007907464125,21160,505,60,8,13.333333333333334,4.388537257362556,11938|14672|14674|14682|14683|15461|22152|269060,Atp2a2|Gna11|Gna13|Gnaq|Gnas|Hras|Tubb3|Dagla,-1.8616688954017828,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.994011889026747,R-MMU-456926,M1,1,0,Reactome Gene Sets,6,Thrombin signalling through proteinase activated receptors (PARs),,-3.994011889026747,33.0625,9.678880866689394,21160,32,60,3,5.0,2.8136571693556887,14672|14674|14682,Gna11|Gna13|Gnaq,-1.8108369834756797,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.9534951222985524,R-MMU-392518,M1,1,0,Reactome Gene Sets,6,Signal amplification,,-3.9534951222985524,32.06060606060606,9.522038785412567,21160,33,60,3,5.0,2.8136571693556887,14672|14674|14682,Gna11|Gna13|Gnaq,-1.7810440821392581,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.8748067274574796,GO:1903532,M1,1,0,GO Biological Processes,19,positive regulation of secretion by cell,19_GO:0051179 localization,-3.8748067274574796,6.171666666666666,5.568379335322577,21160,400,60,7,11.666666666666666,4.144384867012947,14672|14682|14683|19349|20614|20910|68585,Gna11|Gnaq|Gnas|Rab7|Snap25|Stxbp1|Rtn4,-1.742885628963234,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.6383069112673163,GO:1903351,M1,1,0,GO Biological Processes,19,cellular response to dopamine,19_GO:0050896 response to stimulus,-3.6383069112673163,25.19047619047619,8.368057135292917,21160,42,60,3,5.0,2.8136571693556887,14672|14682|14683,Gna11|Gnaq|Gnas,-1.5549277069617937,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.600036855532069,mmu05146,M1,1,0,KEGG Pathway,24,Amoebiasis - Mus musculus (house mouse),,-3.600036855532069,13.06172839506173,6.701263709787274,21160,108,60,4,6.666666666666667,3.220305943597653,14672|14682|14683|19349,Gna11|Gnaq|Gnas|Rab7,-1.5280124021036683,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.5779796172922556,GO:1903350,M1,1,0,GO Biological Processes,19,response to dopamine,19_GO:0050896 response to stimulus,-3.5779796172922556,24.045454545454547,8.159954871745363,21160,44,60,3,5.0,2.8136571693556887,14672|14682|14683,Gna11|Gnaq|Gnas,-1.5142805526479861,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.550237209839454,GO:0051047,M1,1,0,GO Biological Processes,19,positive regulation of secretion,19_GO:0051179 localization,-3.550237209839454,5.461651917404129,5.113023528285571,21160,452,60,7,11.666666666666666,4.144384867012947,14672|14682|14683|19349|20614|20910|68585,Gna11|Gnaq|Gnas|Rab7|Snap25|Stxbp1|Rtn4,-1.4960501192847024,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.5488912563407635,R-MMU-9856530,M1,1,0,Reactome Gene Sets,6,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,,-3.5488912563407635,23.511111111111113,8.061012830664843,21160,45,60,3,5.0,2.8136571693556887,14672|14682|14683,Gna11|Gnaq|Gnas,-1.4960501192847024,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.520476654229426,GO:0071868,M1,1,0,GO Biological Processes,19,cellular response to monoamine stimulus,19_GO:0050896 response to stimulus,-3.520476654229426,23.0,7.965229708202562,21160,46,60,3,5.0,2.8136571693556887,14672|14682|14683,Gna11|Gnaq|Gnas,-1.4756044468446403,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.520476654229426,GO:0071870,M1,1,0,GO Biological Processes,19,cellular response to catecholamine stimulus,19_GO:0050896 response to stimulus,-3.520476654229426,23.0,7.965229708202562,21160,46,60,3,5.0,2.8136571693556887,14672|14682|14683,Gna11|Gnaq|Gnas,-1.4756044468446403,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.495848958345394,mmu04972,M1,1,0,KEGG Pathway,24,Pancreatic secretion - Mus musculus (house mouse),,-3.495848958345394,12.266666666666667,6.4602878247528315,21160,115,60,4,6.666666666666667,3.220305943597653,11938|14682|14683|98660,Atp2a2|Gnaq|Gnas|Atp1a2,-1.4607989279595586,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.481524297515268,mmu04928,M1,1,0,KEGG Pathway,24,"Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)",,-3.481524297515268,12.160919540229886,6.427569661132606,21160,116,60,4,6.666666666666667,3.220305943597653,14672|14674|14682|14683,Gna11|Gna13|Gnaq|Gnas,-1.4521642563087296,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.467332133981838,mmu04935,M1,1,0,KEGG Pathway,24,"Growth hormone synthesis, secretion and action - Mus musculus (house mouse)",,-3.467332133981838,12.056980056980057,6.395251030860606,21160,117,60,4,6.666666666666667,3.220305943597653,14672|14682|14683|15461,Gna11|Gnaq|Gnas|Hras,-1.444929328671614,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.3982807754501665,GO:0032024,M1,1,0,GO Biological Processes,19,positive regulation of insulin secretion,19_GO:0051179 localization,-3.3982807754501665,11.562841530054646,6.239365411912958,21160,122,60,4,6.666666666666667,3.220305943597653,14672|14682|14683|20614,Gna11|Gnaq|Gnas|Snap25,-1.4054375680693907,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.3626029336770342,GO:0071869,M1,1,0,GO Biological Processes,19,response to catecholamine,19_GO:0050896 response to stimulus,-3.3626029336770342,20.346153846153847,7.448258364045835,21160,52,60,3,5.0,2.8136571693556887,14672|14682|14683,Gna11|Gnaq|Gnas,-1.3835480107818918,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.3381712209558168,GO:0071867,M1,1,0,GO Biological Processes,19,response to monoamine,19_GO:0050896 response to stimulus,-3.3381712209558168,19.962264150943398,7.370498102308223,21160,53,60,3,5.0,2.8136571693556887,14672|14682|14683,Gna11|Gnaq|Gnas,-1.3658496807196427,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.277764030384877,GO:0050796,M1,1,0,GO Biological Processes,19,regulation of insulin secretion,19_GO:0051179 localization,-3.277764030384877,7.535612535612536,5.360842921803523,21160,234,60,5,8.333333333333334,3.568120160740314,14672|14682|14683|14687|20614,Gna11|Gnaq|Gnas|Gnaz|Snap25,-1.314260955195892,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.260996638397759,GO:0008217,M1,1,0,GO Biological Processes,19,regulation of blood pressure,19_GO:0032501 multicellular organismal process,-3.260996638397759,7.471751412429379,5.331353009523264,21160,236,60,5,8.333333333333334,3.568120160740314,14672|14674|14682|14683|98660,Gna11|Gna13|Gnaq|Gnas|Atp1a2,-1.3018365442195559,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.244328489320772,mmu04915,M1,1,0,KEGG Pathway,24,Estrogen signaling pathway - Mus musculus (house mouse),,-3.244328489320772,10.527363184079602,5.899684086283268,21160,134,60,4,6.666666666666667,3.220305943597653,14682|14683|15461|15519,Gnaq|Gnas|Hras|Hsp90aa1,-1.2916025051479785,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.201108791493378,R-MMU-422356,M1,1,0,Reactome Gene Sets,6,Regulation of insulin secretion,,-3.201108791493378,17.93220338983051,6.944962906530938,21160,59,60,3,5.0,2.8136571693556887,14672|14682|14683,Gna11|Gnaq|Gnas,-1.2650885008234374,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.1770671008505067,GO:1904951,M1,1,0,GO Biological Processes,19,positive regulation of establishment of protein localization,19_GO:0051179 localization,-3.1770671008505067,5.642666666666667,4.8371559542427125,21160,375,60,6,10.0,3.872983346207417,14672|14682|14683|15461|15519|20614,Gna11|Gnaq|Gnas|Hras|Hsp90aa1|Snap25,-1.2491647004027455,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.1715395664683523,GO:0007188,M1,1,0,GO Biological Processes,19,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-3.1715395664683523,7.139001349527666,5.175114982927411,21160,247,60,5,8.333333333333334,3.568120160740314,14672|14674|14682|14683|14687,Gna11|Gna13|Gnaq|Gnas|Gnaz,-1.247639908474265,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.127065101673647,mmu04270,M1,1,0,KEGG Pathway,24,Vascular smooth muscle contraction - Mus musculus (house mouse),,-3.127065101673647,9.796296296296298,5.64791344902724,21160,144,60,4,6.666666666666667,3.220305943597653,14672|14674|14682|14683,Gna11|Gna13|Gnaq|Gnas,-1.2130138131231154,0,6,0,0,-7.747768250973626,44.083333333333336,
1,-3.117695150418043,mmu04929,M1,1,0,KEGG Pathway,24,GnRH secretion - Mus musculus (house mouse),,-3.117695150418043,16.793650793650794,6.694596735515852,21160,63,60,3,5.0,2.8136571693556887,14672|14682|15461,Gna11|Gnaq|Hras,-1.2105861490033734,0,6,0,0,-7.747768250973626,44.083333333333336,
